# SAP Export - Internal Use Only
# Date: 2026-02-24
# Region: Global
# Filter: All Accounts
# ------------------------------------
Account ID,Account Name,Account Type,Balance
100128,Account_128,Asset,811253.06
100129,Account_129,Revenue,187330.54
100130,Account_130,Equity,861299.41
100131,Account_131,Liability,589986.69
100132,Account_132,Expense,243031.78
100133,Account_133,Asset,374560.32
100134,Account_134,Expense,143107.4
100135,Account_135,Liability,700374.45
100136,Account_136,Revenue,926933.99
100137,Account_137,Equity,66643.92
100138,Account_138,Asset,340354.06
100139,Account_139,Asset,251303.14
100140,Account_140,Expense,801741.31
100141,Account_141,Asset,461821.57
100142,Account_142,Liability,328573.18
100143,Account_143,Liability,908631.25
100144,Account_144,Expense,114453.78
100145,Account_145,Asset,42375.44
100146,Account_146,Expense,615712.18
100147,Account_147,Liability,814786.59
100148,Account_148,Equity,848301.13
100149,Account_149,Asset,176717.05
100150,Account_150,Expense,54137.28
100151,Account_151,Liability,831815.48
100152,Account_152,Equity,979780.54
100153,Account_153,Asset,601265.34
100154,Account_154,Liability,931080.85
100155,Account_155,Revenue,42157.72
100156,Account_156,Equity,460305.5
100157,Account_157,Liability,951939.26
100158,Account_158,Liability,373082.19
100159,Account_159,Expense,92057.88
100160,Account_160,Revenue,829539.7
100161,Account_161,Liability,175208.85
100162,Account_162,Equity,325285.68
100163,Account_163,Expense,578999.54
100164,Account_164,Equity,984218.94
100165,Account_165,Liability,8570.11
100166,Account_166,Expense,646525.94
100167,Account_167,Asset,447115.94
100168,Account_168,Asset,724024.58
100169,Account_169,Equity,326585.23
100170,Account_170,Asset,244769.86
100171,Account_171,Revenue,826685.51
100172,Account_172,Expense,196500.81
100173,Account_173,Equity,15090.51
100174,Account_174,Revenue,948722.54
100175,Account_175,Asset,106600.31
100176,Account_176,Expense,662266.77
100177,Account_177,Equity,707199.37
100178,Account_178,Liability,651289.52
100179,Account_179,Liability,594002.41
100180,Account_180,Liability,313342.57
100181,Account_181,Equity,120132.98
100182,Account_182,Equity,338182.39
100183,Account_183,Liability,375397.57
100184,Account_184,Liability,429299.92
100185,Account_185,Liability,73905.07
100186,Account_186,Revenue,265013.23
100187,Account_187,Asset,238314.42
100188,Account_188,Liability,695116.3
100189,Account_189,Expense,209110.52
100190,Account_190,Asset,303246.84
100191,Account_191,Asset,626854.27
100192,Account_192,Asset,217936.81
100193,Account_193,Revenue,437650.92
100194,Account_194,Revenue,681872.46
100195,Account_195,Expense,45627.26
100196,Account_196,Expense,869861.54
100197,Account_197,Asset,254564.57
100198,Account_198,Expense,574579.2
100199,Account_199,Expense,800620.09
100200,Account_200,Expense,320622.07
100201,Account_201,Liability,448068.52
100202,Account_202,Equity,346637.16
100203,Account_203,Revenue,143143.08
100204,Account_204,Revenue,836562.11
100205,Account_205,Asset,938784.45
100206,Account_206,Equity,20727.28
100207,Account_207,Equity,547596.09
100208,Account_208,Liability,636128.51
100209,Account_209,Liability,770583.1
100210,Account_210,Liability,522268.05
100211,Account_211,Expense,854226.36
100212,Account_212,Liability,714982.41
100213,Account_213,Asset,792816.75
100214,Account_214,Equity,503643.5
100215,Account_215,Liability,929947.73
100216,Account_216,Equity,42078.72
100217,Account_217,Revenue,238967.98
100218,Account_218,Asset,685737.28
100219,Account_219,Equity,232814.53
100220,Account_220,Expense,641448.35
100221,Account_221,Expense,430787.11
100222,Account_222,Asset,910589.41
100223,Account_223,Expense,456140.04
100224,Account_224,Liability,889217.77
100225,Account_225,Revenue,773961.24
100226,Account_226,Expense,734928.6
100227,Account_227,Expense,425174.13
100228,Account_228,Expense,58609.27
100229,Account_229,Expense,674200.19
100230,Account_230,Expense,486069.19
100231,Account_231,Liability,321061.55
100232,Account_232,Revenue,866600.69
100233,Account_233,Asset,204518.43
100234,Account_234,Expense,898824.32
100235,Account_235,Asset,756386.92
100236,Account_236,Expense,285777.81
100237,Account_237,Asset,374497.08
100238,Account_238,Liability,396874.22
100239,Account_239,Equity,534418.43
100240,Account_240,Expense,920644.24
100241,Account_241,Asset,953073.76
100242,Account_242,Liability,892382.72
100243,Account_243,Asset,138652.53
100244,Account_244,Revenue,477635.55
100245,Account_245,Equity,868825.52
100246,Account_246,Liability,486189.19
100247,Account_247,Asset,90013.0
100248,Account_248,Liability,972459.47
100249,Account_249,Liability,724271.32
100250,Account_250,Expense,450106.86
100251,Account_251,Equity,821809.6
100252,Account_252,Expense,871388.9
100253,Account_253,Revenue,881434.48
100254,Account_254,Liability,53350.88
100255,Account_255,Expense,334058.77
100256,Account_256,Expense,966179.67
100257,Account_257,Revenue,127391.55
100258,Account_258,Asset,194188.94
100259,Account_259,Asset,753170.48
100260,Account_260,Liability,505488.7
100261,Account_261,Asset,244749.93
100262,Account_262,Equity,468054.78
100263,Account_263,Revenue,971616.03
100264,Account_264,Equity,536558.38
100265,Account_265,Equity,205458.5
100266,Account_266,Asset,314740.1
100267,Account_267,Revenue,426270.06
100268,Account_268,Equity,29958.22
100269,Account_269,Expense,341743.79
100270,Account_270,Equity,682907.31
100271,Account_271,Asset,309127.6
100272,Account_272,Equity,357499.13
100273,Account_273,Liability,717533.3
100274,Account_274,Expense,753911.88
100275,Account_275,Revenue,20054.13
100276,Account_276,Asset,232990.48
100277,Account_277,Liability,925333.57
100278,Account_278,Equity,47915.48
100279,Account_279,Expense,274161.63
100280,Account_280,Asset,786917.94
100281,Account_281,Asset,849171.55
100282,Account_282,Equity,479247.83
100283,Account_283,Equity,156694.93
100284,Account_284,Asset,283833.59
100285,Account_285,Expense,753809.27
100286,Account_286,Equity,384944.01
100287,Account_287,Expense,823485.81
100288,Account_288,Revenue,780177.73
100289,Account_289,Equity,16529.69
100290,Account_290,Revenue,401000.22
100291,Account_291,Asset,438672.74
100292,Account_292,Revenue,607980.17
100293,Account_293,Liability,424529.39
100294,Account_294,Expense,797294.28
100295,Account_295,Asset,69171.42
100296,Account_296,Asset,511740.68
100297,Account_297,Equity,843730.12
100298,Account_298,Liability,465102.57
100299,Account_299,Liability,812968.99
100300,Account_300,Equity,977862.27
100301,Account_301,Equity,472732.19
100302,Account_302,Equity,838548.73
100303,Account_303,Revenue,39256.52
100304,Account_304,Asset,751484.39
100305,Account_305,Asset,61210.46
100306,Account_306,Revenue,284528.4
100307,Account_307,Asset,644936.48
100308,Account_308,Expense,571210.53
100309,Account_309,Equity,866465.5
100310,Account_310,Liability,987677.87
100311,Account_311,Revenue,429478.79
100312,Account_312,Equity,863571.33
100313,Account_313,Expense,71563.11
100314,Account_314,Expense,214920.97
100315,Account_315,Liability,48795.3
100316,Account_316,Equity,25391.44
100317,Account_317,Expense,743307.86
100318,Account_318,Liability,899029.45
100319,Account_319,Expense,525802.76
100320,Account_320,Asset,977589.19
100321,Account_321,Asset,996482.29
100322,Account_322,Revenue,724401.31
100323,Account_323,Expense,976122.09
100324,Account_324,Asset,284222.94
100325,Account_325,Liability,382907.69
100326,Account_326,Revenue,990620.71
100327,Account_327,Equity,338156.98
100328,Account_328,Liability,29352.96
100329,Account_329,Revenue,194622.6
100330,Account_330,Equity,502821.9
100331,Account_331,Liability,858634.41
100332,Account_332,Revenue,970096.85
100333,Account_333,Revenue,361497.67
100334,Account_334,Revenue,763360.01
100335,Account_335,Expense,848087.62
100336,Account_336,Asset,712548.23
100337,Account_337,Liability,603812.71
100338,Account_338,Asset,225958.92
100339,Account_339,Expense,196141.31
100340,Account_340,Revenue,771449.65
100341,Account_341,Liability,879392.19
100342,Account_342,Equity,101436.4
100343,Account_343,Asset,915136.51
100344,Account_344,Revenue,749833.89
100345,Account_345,Equity,143509.0
100346,Account_346,Liability,763714.75
100347,Account_347,Revenue,435389.6
100348,Account_348,Asset,897580.51
100349,Account_349,Revenue,88789.66
100350,Account_350,Revenue,523593.25
100351,Account_351,Asset,143040.23
100352,Account_352,Liability,244045.9
100353,Account_353,Revenue,667773.69
100354,Account_354,Equity,918478.98
100355,Account_355,Asset,824403.5
100356,Account_356,Liability,274837.77
100357,Account_357,Equity,772491.7
100358,Account_358,Expense,984622.88
100359,Account_359,Revenue,800452.16
100360,Account_360,Liability,641039.71
100361,Account_361,Equity,584078.8
100362,Account_362,Asset,448088.94
100363,Account_363,Revenue,100157.0
100364,Account_364,Asset,832273.69
100365,Account_365,Asset,508109.41
100366,Account_366,Liability,602749.81
100367,Account_367,Equity,722768.01
100368,Account_368,Equity,913574.55
100369,Account_369,Revenue,361593.27
100370,Account_370,Asset,674838.94
100371,Account_371,Liability,910855.62
100372,Account_372,Revenue,442212.46
100373,Account_373,Asset,870229.76
100374,Account_374,Revenue,90993.3
100375,Account_375,Revenue,585363.21
100376,Account_376,Expense,484913.49
100377,Account_377,Equity,464958.23
100378,Account_378,Expense,967374.54
100379,Account_379,Revenue,397512.18
100380,Account_380,Expense,561614.64
100381,Account_381,Liability,135296.88
100382,Account_382,Revenue,26221.3
100383,Account_383,Liability,96100.52
100384,Account_384,Revenue,146937.8
100385,Account_385,Liability,739616.66
100386,Account_386,Revenue,777820.23
100387,Account_387,Liability,934988.18
100388,Account_388,Expense,28893.74
100389,Account_389,Asset,468790.1
100390,Account_390,Liability,395934.44
100391,Account_391,Expense,839935.3
100392,Account_392,Equity,551870.15
100393,Account_393,Asset,440695.97
100394,Account_394,Liability,734946.95
100395,Account_395,Liability,719932.53
100396,Account_396,Liability,915546.55
100397,Account_397,Expense,859097.8
100398,Account_398,Liability,423138.52
100399,Account_399,Expense,872885.8
100400,Account_400,Expense,596494.55
100401,Account_401,Equity,841179.96
100402,Account_402,Revenue,888639.17
100403,Account_403,Expense,342801.74
100404,Account_404,Liability,965801.52
100405,Account_405,Expense,640661.3
100406,Account_406,Revenue,841813.58
100407,Account_407,Revenue,950941.98
100408,Account_408,Liability,462424.2
100409,Account_409,Revenue,535261.95
100410,Account_410,Liability,229649.66
100411,Account_411,Asset,23593.27
100412,Account_412,Revenue,205657.32
100413,Account_413,Revenue,667133.08
100414,Account_414,Expense,595305.34
100415,Account_415,Expense,595559.71
100416,Account_416,Revenue,212470.77
100417,Account_417,Liability,731665.63
100418,Account_418,Expense,686676.08
100419,Account_419,Liability,279538.97
100420,Account_420,Liability,628126.45
100421,Account_421,Liability,170050.95
100422,Account_422,Expense,568478.47
100423,Account_423,Asset,548070.61
100424,Account_424,Expense,146377.64
100425,Account_425,Asset,809355.42
100426,Account_426,Liability,88330.56
100427,Account_427,Liability,22819.52
100428,Account_428,Liability,87680.1
100429,Account_429,Liability,487377.67
100430,Account_430,Asset,912787.48
100431,Account_431,Asset,983062.5
100432,Account_432,Revenue,699800.34
100433,Account_433,Equity,100035.65
100434,Account_434,Asset,673037.18
100435,Account_435,Revenue,286817.4
100436,Account_436,Revenue,274925.25
100437,Account_437,Asset,575422.62
100438,Account_438,Equity,990909.07
100439,Account_439,Equity,656105.02
100440,Account_440,Asset,925061.84
100441,Account_441,Asset,191790.07
100442,Account_442,Expense,444241.04
100443,Account_443,Asset,448992.96
100444,Account_444,Equity,327436.42
100445,Account_445,Asset,236762.58
100446,Account_446,Expense,892859.84
100447,Account_447,Revenue,874486.55
100448,Account_448,Liability,595111.33
100449,Account_449,Expense,295791.95
100450,Account_450,Revenue,175801.95
100451,Account_451,Liability,775086.19
100452,Account_452,Equity,634322.87
100453,Account_453,Expense,855030.27
100454,Account_454,Expense,455367.84
100455,Account_455,Liability,155740.26
100456,Account_456,Revenue,245404.03
100457,Account_457,Revenue,608173.62
100458,Account_458,Expense,922351.26
100459,Account_459,Liability,387126.34
100460,Account_460,Asset,247526.18
100461,Account_461,Expense,172512.2
100462,Account_462,Revenue,599259.66
100463,Account_463,Liability,834492.34
100464,Account_464,Revenue,841350.26
100465,Account_465,Equity,685291.25
100466,Account_466,Revenue,271936.57
100467,Account_467,Liability,113009.23
100468,Account_468,Equity,706067.63
100469,Account_469,Revenue,19965.28
100470,Account_470,Expense,333884.47
100471,Account_471,Equity,433602.8
100472,Account_472,Revenue,245674.35
100473,Account_473,Revenue,818067.79
100474,Account_474,Asset,202195.02
100475,Account_475,Revenue,226981.24
100476,Account_476,Asset,794885.0
100477,Account_477,Equity,165521.01
100478,Account_478,Asset,915032.12
100479,Account_479,Equity,409753.6
100480,Account_480,Equity,828869.76
100481,Account_481,Asset,782813.26
100482,Account_482,Revenue,417772.9
100483,Account_483,Expense,157303.11
100484,Account_484,Expense,943839.04
100485,Account_485,Revenue,374611.19
100486,Account_486,Expense,659430.46
100487,Account_487,Equity,68407.04
100488,Account_488,Asset,804744.35
100489,Account_489,Liability,744624.3
100490,Account_490,Asset,376326.79
100491,Account_491,Asset,511486.14
100492,Account_492,Revenue,503993.03
100493,Account_493,Liability,428532.01
100494,Account_494,Revenue,175442.95
100495,Account_495,Expense,766396.62
100496,Account_496,Revenue,692756.51
100497,Account_497,Asset,782393.38
100498,Account_498,Liability,729784.4
100499,Account_499,Expense,651048.73
100500,Account_500,Expense,381601.98
100501,Account_501,Liability,260288.67
100502,Account_502,Liability,299629.61
100503,Account_503,Expense,876421.84
100504,Account_504,Liability,873041.62
100505,Account_505,Revenue,234612.91
100506,Account_506,Expense,841181.44
100507,Account_507,Revenue,745440.79
100508,Account_508,Expense,996504.21
100509,Account_509,Revenue,66635.74
100510,Account_510,Asset,434021.77
100511,Account_511,Revenue,799487.67
100512,Account_512,Revenue,332270.5
100513,Account_513,Revenue,904391.17
100514,Account_514,Revenue,637718.88
100515,Account_515,Equity,907499.74
100516,Account_516,Equity,433958.73
100517,Account_517,Expense,353833.55
100518,Account_518,Asset,305519.73
100519,Account_519,Liability,303934.63
100520,Account_520,Asset,391195.81
100521,Account_521,Asset,558063.26
100522,Account_522,Revenue,385642.37
100523,Account_523,Revenue,781990.21
100524,Account_524,Liability,344845.63
100525,Account_525,Expense,195742.69
100526,Account_526,Expense,217103.77
100527,Account_527,Revenue,831651.92
100528,Account_528,Equity,42227.64
100529,Account_529,Revenue,20965.32
100530,Account_530,Revenue,197327.08
100531,Account_531,Equity,201369.39
100532,Account_532,Expense,372038.62
100533,Account_533,Revenue,668122.2
100534,Account_534,Expense,484211.19
100535,Account_535,Liability,35565.54
100536,Account_536,Expense,951185.64
100537,Account_537,Equity,688434.95
100538,Account_538,Expense,612525.89
100539,Account_539,Expense,141570.77
100540,Account_540,Asset,83700.24
100541,Account_541,Liability,72994.59
100542,Account_542,Liability,827651.15
100543,Account_543,Equity,240967.5
100544,Account_544,Asset,835310.91
100545,Account_545,Expense,345687.17
100546,Account_546,Revenue,946979.99
100547,Account_547,Revenue,733710.82
100548,Account_548,Equity,913622.93
100549,Account_549,Equity,104370.02
100550,Account_550,Equity,586805.02
100551,Account_551,Asset,623155.7
100552,Account_552,Revenue,298400.16
100553,Account_553,Revenue,421092.94
100554,Account_554,Expense,993731.41
100555,Account_555,Revenue,256569.39
100556,Account_556,Liability,800075.29
100557,Account_557,Equity,449133.91
100558,Account_558,Revenue,825370.47
100559,Account_559,Liability,702186.34
100560,Account_560,Expense,647085.73
100561,Account_561,Equity,109618.01
100562,Account_562,Asset,246165.06
100563,Account_563,Revenue,481144.07
100564,Account_564,Expense,210361.98
100565,Account_565,Expense,587920.09
100566,Account_566,Liability,586160.5
100567,Account_567,Equity,302668.67
100568,Account_568,Equity,52454.67
100569,Account_569,Liability,671171.43
100570,Account_570,Asset,138181.74
100571,Account_571,Asset,524051.82
100572,Account_572,Liability,101133.63
100573,Account_573,Asset,296336.32
100574,Account_574,Expense,600918.74
100575,Account_575,Liability,671076.73
100576,Account_576,Expense,12858.77
100577,Account_577,Liability,470984.52
100578,Account_578,Equity,77455.48
100579,Account_579,Expense,584223.95
100580,Account_580,Revenue,151063.01
100581,Account_581,Expense,220571.4
100582,Account_582,Equity,295952.02
100583,Account_583,Expense,890786.39
100584,Account_584,Liability,826402.04
100585,Account_585,Expense,733019.51
100586,Account_586,Equity,360414.38
100587,Account_587,Liability,257478.53
100588,Account_588,Equity,600765.07
100589,Account_589,Equity,839497.08
100590,Account_590,Revenue,698973.06
100591,Account_591,Expense,400525.7
100592,Account_592,Asset,981707.69
100593,Account_593,Equity,836376.77
100594,Account_594,Revenue,676116.03
100595,Account_595,Expense,391721.19
100596,Account_596,Liability,96179.53
100597,Account_597,Expense,20101.37
100598,Account_598,Asset,547179.18
100599,Account_599,Revenue,600457.03
100600,Account_600,Liability,991189.61
100601,Account_601,Liability,122127.89
100602,Account_602,Equity,76706.56
100603,Account_603,Expense,707136.57
100604,Account_604,Liability,208045.76
100605,Account_605,Expense,220395.75
100606,Account_606,Liability,138193.08
100607,Account_607,Asset,820894.72
100608,Account_608,Liability,690413.03
100609,Account_609,Revenue,188735.91
100610,Account_610,Expense,641122.69
100611,Account_611,Liability,570492.08
100612,Account_612,Asset,684508.65
100613,Account_613,Revenue,375464.65
100614,Account_614,Asset,596825.87
100615,Account_615,Liability,27857.73
100616,Account_616,Expense,782868.99
100617,Account_617,Revenue,340674.27
100618,Account_618,Expense,727064.17
100619,Account_619,Equity,735088.86
100620,Account_620,Expense,226465.15
100621,Account_621,Liability,227538.92
100622,Account_622,Asset,752539.35
100623,Account_623,Expense,350516.41
100624,Account_624,Liability,67057.82
100625,Account_625,Expense,685961.8
100626,Account_626,Revenue,308411.02
100627,Account_627,Revenue,330793.92
100628,Account_628,Liability,670826.25
100629,Account_629,Asset,905545.21
100630,Account_630,Expense,689960.52
100631,Account_631,Liability,971573.45
100632,Account_632,Revenue,207441.26
100633,Account_633,Revenue,623456.6
100634,Account_634,Revenue,855276.41
100635,Account_635,Asset,602785.71
100636,Account_636,Liability,336246.74
100637,Account_637,Asset,136940.82
100638,Account_638,Expense,372491.42
100639,Account_639,Expense,768422.83
100640,Account_640,Equity,21542.15
100641,Account_641,Asset,921620.48
100642,Account_642,Liability,398636.4
100643,Account_643,Revenue,182469.91
100644,Account_644,Expense,715236.01
100645,Account_645,Revenue,937332.99
100646,Account_646,Liability,750299.0
100647,Account_647,Liability,625782.67
100648,Account_648,Equity,798402.24
100649,Account_649,Liability,553825.66
100650,Account_650,Liability,822312.55
100651,Account_651,Equity,314049.41
100652,Account_652,Asset,503329.95
100653,Account_653,Revenue,420329.28
100654,Account_654,Revenue,430447.67
100655,Account_655,Asset,65350.41
100656,Account_656,Equity,909780.64
100657,Account_657,Expense,788816.21
100658,Account_658,Equity,873411.01
100659,Account_659,Expense,334628.85
100660,Account_660,Revenue,959498.24
100661,Account_661,Equity,408512.14
100662,Account_662,Asset,601183.73
100663,Account_663,Equity,813788.15
100664,Account_664,Revenue,554611.89
100665,Account_665,Expense,899014.53
100666,Account_666,Asset,87934.7
100667,Account_667,Equity,861113.82
100668,Account_668,Asset,30702.03
100669,Account_669,Asset,83220.22
100670,Account_670,Revenue,283884.03
100671,Account_671,Equity,358267.82
100672,Account_672,Expense,302767.24
100673,Account_673,Revenue,450531.38
100674,Account_674,Expense,719619.97
100675,Account_675,Equity,725171.88
100676,Account_676,Equity,691619.54
100677,Account_677,Liability,745942.05
100678,Account_678,Liability,292905.21
100679,Account_679,Liability,211796.15
100680,Account_680,Revenue,165318.34
100681,Account_681,Liability,434688.61
100682,Account_682,Expense,954790.97
100683,Account_683,Liability,414285.88
100684,Account_684,Liability,381096.41
100685,Account_685,Revenue,935512.31
100686,Account_686,Asset,727428.58
100687,Account_687,Liability,579309.13
100688,Account_688,Asset,530150.94
100689,Account_689,Expense,491983.98
100690,Account_690,Equity,539047.29
100691,Account_691,Revenue,401549.26
100692,Account_692,Liability,939962.45
100693,Account_693,Asset,231952.2
100694,Account_694,Expense,338433.06
100695,Account_695,Asset,870530.98
100696,Account_696,Equity,870159.47
100697,Account_697,Asset,276232.5
100698,Account_698,Expense,800487.96
100699,Account_699,Equity,866560.83
100700,Account_700,Equity,443812.58
100701,Account_701,Liability,528691.91
100702,Account_702,Asset,637328.18
100703,Account_703,Equity,351231.75
100704,Account_704,Expense,409189.92
100705,Account_705,Revenue,804220.5
100706,Account_706,Revenue,49547.64
100707,Account_707,Revenue,972396.6
100708,Account_708,Asset,147173.64
100709,Account_709,Liability,647315.81
100710,Account_710,Expense,14458.1
100711,Account_711,Liability,882584.44
100712,Account_712,Expense,419835.29
100713,Account_713,Revenue,869949.93
100714,Account_714,Equity,719687.23
100715,Account_715,Asset,269540.95
100716,Account_716,Asset,184134.88
100717,Account_717,Asset,264119.36
100718,Account_718,Liability,13065.22
100719,Account_719,Revenue,693545.1
100720,Account_720,Equity,128883.73
100721,Account_721,Expense,787465.09
100722,Account_722,Liability,30711.68
100723,Account_723,Equity,190373.75
100724,Account_724,Equity,690581.56
100725,Account_725,Expense,635735.69
100726,Account_726,Asset,630423.27
100727,Account_727,Revenue,121971.23
100728,Account_728,Revenue,426296.39
100729,Account_729,Expense,880373.54
100730,Account_730,Expense,909363.03
100731,Account_731,Expense,680523.99
100732,Account_732,Asset,11807.61
100733,Account_733,Equity,486786.35
100734,Account_734,Revenue,340566.02
100735,Account_735,Expense,639737.47
100736,Account_736,Revenue,977487.82
100737,Account_737,Equity,875221.43
100738,Account_738,Asset,972563.98
100739,Account_739,Expense,150256.47
100740,Account_740,Expense,306811.22
100741,Account_741,Expense,896243.1
100742,Account_742,Revenue,150861.35
100743,Account_743,Asset,210251.13
100744,Account_744,Liability,230992.35
100745,Account_745,Asset,935936.92
100746,Account_746,Liability,333172.07
100747,Account_747,Revenue,431590.76
100748,Account_748,Liability,794824.11
100749,Account_749,Asset,324264.2
100750,Account_750,Equity,688363.88
100751,Account_751,Expense,540335.7
100752,Account_752,Asset,451035.68
100753,Account_753,Liability,718218.99
100754,Account_754,Liability,830637.53
100755,Account_755,Expense,821888.04
100756,Account_756,Equity,733203.22
100757,Account_757,Asset,799706.92
100758,Account_758,Liability,231665.9
100759,Account_759,Asset,519915.7
100760,Account_760,Expense,112040.22
100761,Account_761,Asset,405570.1
100762,Account_762,Equity,908587.98
100763,Account_763,Revenue,273550.48
100764,Account_764,Equity,774422.26
100765,Account_765,Revenue,689329.51
100766,Account_766,Asset,924068.8
100767,Account_767,Asset,838438.99
100768,Account_768,Expense,199831.82
100769,Account_769,Revenue,683942.83
100770,Account_770,Revenue,339737.26
100771,Account_771,Asset,20193.38
100772,Account_772,Liability,120221.2
100773,Account_773,Expense,390766.11
100774,Account_774,Revenue,486565.37
100775,Account_775,Asset,809496.47
100776,Account_776,Expense,346208.69
100777,Account_777,Asset,619359.26
100778,Account_778,Equity,291428.04
100779,Account_779,Liability,850442.95
100780,Account_780,Liability,800271.5
100781,Account_781,Equity,596642.7
100782,Account_782,Equity,189229.51
100783,Account_783,Expense,541225.02
100784,Account_784,Expense,802919.8
100785,Account_785,Equity,319578.97
100786,Account_786,Asset,442037.13
100787,Account_787,Equity,170627.47
100788,Account_788,Asset,443603.49
100789,Account_789,Equity,567677.22
100790,Account_790,Revenue,947332.75
100791,Account_791,Revenue,280269.61
100792,Account_792,Equity,680980.32
100793,Account_793,Revenue,733055.54
100794,Account_794,Asset,183639.29
100795,Account_795,Liability,975052.22
100796,Account_796,Liability,166189.41
100797,Account_797,Expense,439854.14
100798,Account_798,Liability,437481.23
100799,Account_799,Liability,309093.55
